time,temp,conv,temp_curve_time,temp_curve_temp,temp_rand_period,temp_rand_std,temp_noise0,temp_noise1,temp_noise2,temp_noise3
3050,224.3370752970701,31.216853764853504,,,,,13.413316942442611,14.724650697425187,12.221242857245215,-0.7443574222651134
3100,226.3448574775272,31.31724287387636,,,,,13.09235059994139,14.763938111440687,12.367563035170772,0.009894619863255683
3150,228.35810415657372,31.41790520782869,,,,,12.767394931766825,14.722403153979918,11.897445990033226,1.470860080793762
3200,229.24759525528376,31.462379762764186,,,,,12.436117537584574,14.606557891019126,10.864317598209492,2.451713339581684
3250,227.7269780206175,31.38634890103088,,,,,12.106320509573054,14.425535260215522,9.585107852789774,1.3322366202613678
3300,225.36162652807752,31.268081326403877,,,,,11.773334217118876,14.185800632150027,8.508974080720261,-0.773149068578304
3350,224.78631418463314,31.239315709231658,,,,,11.436636906361908,13.896526334111217,8.004399141904553,-1.6068037533000725
3400,226.56925160735216,31.328462580367606,,,,,11.098344526122121,13.570813550328952,8.182226592613624,-0.7265775061570229
3450,229.07968995453905,31.453984497726953,,,,,10.755015504905781,13.218295605429978,8.842122973482045,0.4309225373879353
3500,230.56518970230732,31.528259485115367,,,,,10.412409015420925,12.848962708088756,9.53193096253588,0.549664794039522
3550,230.62685647535588,31.531342823767794,,,,,10.067646370558768,12.473379983992542,9.70085285631953,-0.22613384662604274
3600,229.88390809687135,31.494195404843566,,,,,9.723242491005275,12.099757150002151,8.88760767641967,-0.8266992205557107
3650,228.24788067277092,31.41239403363855,,,,,9.373694987127731,11.740824575520522,6.902045925306025,-1.157573704072236
3700,225.22647306363586,31.261323653181794,,,,,9.02837440128297,11.402961362556942,3.9152781229767566,-1.8979186009585651
3750,221.68694124178592,31.084347062089297,,,,,8.68293793920483,11.093828552964093,0.4329161999704104,-2.689408117020071
3800,219.3431576681295,30.967157883406475,,,,,8.334303961101948,10.819237165688934,-2.869938441219971,-2.496000572996949
3850,218.61287796751253,30.930643898375628,,,,,7.9887085559156725,10.584454101083125,-5.3713576415640825,-1.533371492366654
3900,218.27170043304966,30.913585021652484,,,,,7.641957442913403,10.393099583101563,-6.693633817543152,-1.403056108755462
3950,218.26590765697776,30.913295382848887,,,,,7.295378061174295,10.243985101621806,-6.773902075412092,-2.2217756526284775
4000,220.3328994291234,31.01664497145617,,,,,6.944004461053304,10.139585241595007,-5.82236553104101,-2.039435853595001
4050,224.56711021724178,31.228355510862087,,,,,6.597428381705211,10.077910068063181,-4.184282230760054,-0.4239460017665432
4100,229.07361640078284,31.453680820039143,,,,,6.255036927931189,10.055393030801199,-2.19849960342294,1.0727971565845023
4150,232.7671333403999,31.63835666702,,,,,5.91341753516035,10.068309376642564,-0.08884468371531451,1.596473334534521
4200,235.8510018933918,31.792550094669593,,,,,5.576960194282571,10.115499821965159,2.0317748579219517,1.4601003525554512
4250,238.62036073783983,31.93101803689199,,,,,5.2445230711676745,10.188134322273438,4.072934551568293,1.0592132372748972
4300,240.91874040082234,32.045937020041116,,,,,4.916159735504751,10.283148823674432,5.8517581222844886,0.42322927491423284
4350,242.84307338384346,32.142153669192176,,,,,4.590935537091114,10.393542883485138,7.056978403604694,-0.031716773670806
4400,244.58795556151395,32.2293977780757,,,,,4.27212200293449,10.518831948104953,7.340523345340872,0.23425604291141566
4450,245.54526043142488,32.277263021571244,,,,,3.9572251055726353,10.650582821012271,6.4877715711350215,0.8385698225938456
4500,245.11720424965435,32.255860212482716,,,,,3.65149856185189,10.7873145403311,4.552511325650411,1.1258798218209363
4550,243.88517642119385,32.19425882105969,,,,,3.352216131517556,10.930847251614972,1.8733071036182452,1.3399170455541785
4600,243.1003456101753,32.155017280508766,,,,,3.059388092768618,11.074991167245134,-1.0419335224387238,2.2301220948225047
4650,242.62261619674857,32.13113080983743,,,,,2.773145116993859,11.221598344376586,-3.694808248741767,3.156014317453245
4700,240.9486203598639,32.0474310179932,,,,,2.4968005824428747,11.367128817210896,-5.74970244620908,2.2788378508636544
4750,238.43367258793907,31.921683629396952,,,,,2.230797165982256,11.515114787053044,-7.117116141657447,-0.13956766788321515
4800,237.59362681029344,31.879681340514672,,,,,1.9742706148179896,11.668477002190837,-7.957199647265449,-1.4252544927832371
4850,239.01954948404827,31.950977474202414,,,,,1.7297901556424442,11.826228123716422,-8.604122209943403,-0.6545688075894255
4900,240.3448810657226,32.017244053286134,,,,,1.497084877161706,11.991328819859284,-9.445889387267632,0.19124564485812057
4950,239.5173968128158,31.97586984064079,,,,,1.2750907866838084,12.16173430679972,-10.760372608362914,-0.6590556723048586
5000,236.94531405076606,31.8472657025383,,,,,1.0652764757130222,12.343686467477326,-12.5894588517334,-2.76307892957977
5050,234.7018224031609,31.735091120158046,,,,,0.8681471746967482,12.532731992602418,-14.692499704574256,-4.28433483734179
5100,234.32499575173438,31.71624978758672,,,,,0.6836621269616607,12.725985990618701,-16.62353373189253,-4.127785300620095
5150,236.38391184086555,31.81919559204328,,,,,0.5154311806875325,12.924856176103662,-17.89273183567193,-2.219199235809266
5200,240.04599982650097,32.002299991325046,,,,,0.3563100476374359,13.121690459874806,-18.145829518950933,0.2693843934952411
5250,243.51804113961023,32.17590205698051,,,,,0.21548998025559785,13.31381243287127,-17.268806030574304,1.4242114237243555
5300,246.62679577340256,32.33133978867013,,,,,0.08703663056162814,13.494683940088413,-15.39440038043493,1.2172533609652638
5350,250.45391517333925,32.52269575866696,,,,,-0.02765021300509929,13.653923035767365,-12.81819257717974,1.0347238166456034
5400,254.7061212817728,32.73530606408864,,,,,-0.1242318358080654,13.780912718856847,-9.88566757143348,0.9351079701575344
5450,258.19172997476903,32.90958649873845,,,,,-0.20527984841995295,13.867822292763282,-6.907125824779668,0.04742446631649955
5500,261.4447143442171,33.07223571721086,,,,,-0.26911307236045445,13.902359316769166,-4.121420253995238,-0.8448894239741589
5550,265.3121061934299,33.26560530967149,,,,,-0.31855783644438584,13.875575976763535,-1.6857155976682225,-0.7258630158877097
5600,269.00917993904136,33.450458996952065,,,,,-0.3528659176337765,13.77212437739685,0.3274744783782635,-0.29310855465549324
5650,271.7004857259379,33.58502428629689,,,,,-0.3709743562173444,13.584605734143917,1.9546664193129346,-0.4122565157461037
5700,274.33636408951816,33.716818204475906,,,,,-0.3720125610856284,13.303141765874603,3.336984990534786,-0.265083439138969
5750,277.9423645065194,33.89711822532597,,,,,-0.3607454448386775,12.917924943416462,4.659815940685009,1.0031468450344816
5800,281.63702264342953,34.08185113217148,,,,,-0.332590579843302,12.424563382090492,6.050896158968346,2.383042571102963
5850,283.8997658967692,34.19498829483846,,,,,-0.28938973925247247,11.816898088823486,7.473294718414731,2.398962828783514
5900,284.29447917853406,34.214723958926704,,,,,-0.2278243213364628,11.090971729465755,8.693966093047674,0.8484767884681875
5950,283.83890644579304,34.191945322289655,,,,,-0.1525424228500345,10.247459472769116,9.351674086337042,-0.8854624682407947
6000,284.0762902182003,34.203814510910014,,,,,-0.062085107328097355,9.288776521256898,9.095432664775757,-0.9125005271709303
6050,284.24214824906267,34.212107412453136,,,,,0.04115652517088897,8.217664517373763,7.710569748032546,0.21720190292995645
6100,282.24364726057524,34.112182363028765,,,,,0.16142675230954495,7.0401821023347555,5.177468657587255,0.4201253038992189
6150,279.0424760175905,33.95212380087953,,,,,0.2942206166679947,5.7653021788174605,1.646433016497527,0.503186872274177
6200,276.64461226785113,33.832230613392554,,,,,0.4399957232275211,4.402140864911565,-2.6376111347473614,2.2178645922372344
6250,274.00446079175214,33.700223039587605,,,,,0.5991047755962295,2.9626411380025206,-7.387304356682055,4.218908123724354
6300,269.0297829529327,33.45148914764663,,,,,0.7717677299241981,1.4593157987775824,-12.29047050103524,4.08916992526618
6350,262.03323374172936,33.10166168708647,,,,,0.95163354342559,-0.09406124156030238,-16.97926863425503,1.7660411852302156
6400,255.64135993070786,32.782067996535396,,,,,1.1432491144138703,-1.6845692059921422,-21.019167434538776,-0.5759303209528999
6450,251.64136007917608,32.5820680039588,,,,,1.3446780409894856,-3.3008120672656647,-23.958711195143245,-1.610461366071129
6500,250.17138662555612,32.508569331277805,,,,,1.5569298825757123,-4.923763182313484,-25.445366739032643,-1.5719688912290053
6550,251.1142336028626,32.55571168014313,,,,,1.7742613437162875,-6.54659289948038,-25.361039703993708,-0.6968395818239962
6600,253.88657059952575,32.69432852997629,,,,,2.0013046249261106,-8.151606108048963,-23.88996738941796,0.5935061387332534
6650,256.8885591354747,32.844427956773735,,,,,2.237512805451238,-9.732615398687507,-21.46339490847997,1.124834414968785
6700,258.8384442505713,32.94192221252857,,,,,2.472751635438663,-11.275907510811695,-18.60802213075185,0.13851114558509292
6750,260.25644180116285,33.012822090058144,,,,,2.7192593218089836,-12.774626525356613,-15.77188538146721,-1.4163056138222962
6800,262.3775242418611,33.118876212093056,,,,,2.967805926772738,-14.22039910058336,-13.234376893686093,-2.0243945795310587
6850,265.1620753062785,33.258103765313926,,,,,3.2176353727951383,-15.603526814140734,-11.116863169767612,-1.6129478603861274
6900,267.0536925146512,33.35268462573256,,,,,3.472358349267301,-16.923229325083028,-9.449199790439888,-1.7129033857598905
6950,267.79802773992895,33.38990138699645,,,,,3.725723198784811,-18.17553801418993,-8.214237656078387,-2.593475344143018
7000,268.99623158894013,33.44981157944701,,,,,3.980977421916447,-19.35305464808895,-7.343791717925738,-2.732343911406072
7050,270.37774694662244,33.51888734733112,,,,,4.238024219000202,-20.45711121718303,-6.6893557219665505,-2.547143666561487
7100,270.54471541074474,33.52723577053724,,,,,4.496554405808235,-21.481919749135834,-6.040880391432763,-3.6512610767170615
7150,271.1319595972479,33.556597979862396,,,,,4.750602970794006,-22.424448371985356,-5.212997523079015,-4.592308589592836
7200,274.00814102608274,33.70040705130414,,,,,5.004648168338792,-23.282370207101692,-4.156872876998626,-3.5572640581557606
7250,276.3819836829759,33.8190991841488,,,,,5.256216051568555,-24.05435156774179,-3.0244726775924646,-1.7954081232584471
7300,277.81344531514316,33.89067226575716,,,,,5.499480862001939,-24.739224607897746,-2.1216011459500197,-0.8252097930109468
7350,277.80199491219133,33.89009974560957,,,,,5.739424846039963,-25.3360024464932,-1.770883559698814,-0.8305439276566724
7400,276.2190540143221,33.81095270071611,,,,,5.974374509475558,-25.84066148031604,-2.1507166952680388,-1.7639423195693495
7450,273.7537787415771,33.68768893707885,,,,,6.2065028439377885,-26.249187591041668,-3.201326711542276,-3.002209799776757
7500,271.6735210103951,33.583676050519756,,,,,6.4332357708857595,-26.55391214153683,-4.656462253978861,-3.549340364974883
7550,270.7981442142158,33.539907210710794,,,,,6.651720526868564,-26.757432351181286,-6.165002262643812,-2.9311416988276013
7600,271.193968859221,33.55969844296105,,,,,6.867047183352543,-26.856934032506327,-7.440140022363861,-1.3760042692613978
7650,272.27210284434057,33.613605142217025,,,,,7.07239170134548,-26.850053164374906,-8.325550729165508,0.3753150365355442
7700,272.6969399148142,33.63484699574071,,,,,7.271434562151831,-26.731685576714852,-8.774466223925517,0.931657153302755
7750,271.85915398384526,33.59295769919226,,,,,7.463658454880314,-26.504653745216523,-8.775805839779677,-0.32404488603893167
7800,271.3916182105596,33.56958091052798,,,,,7.650629058122355,-26.167914427620122,-8.303506435223838,-1.7875899847188088
7850,273.19666931369767,33.65983346568488,,,,,7.832070819719684,-25.72165248034563,-7.315944377035019,-1.5978046486413469
7900,276.77564628342776,33.83878231417139,,,,,8.000027872424916,-25.17025980369553,-5.8023646908394415,-0.25175709446220784
7950,279.95319615444276,33.99765980772214,,,,,8.164194477677313,-24.51445783359093,-3.8392175467456036,0.14267705710201461
8000,281.93206341832854,34.096603170916424,,,,,8.320141070781784,-23.769985402776467,-1.6230974929928976,-0.9949947566839161
8050,283.87377829220236,34.19368891461012,,,,,8.471288095541677,-22.93845445613584,0.5195390141835756,-2.1785943613870797
8100,286.500712698254,34.3250356349127,,,,,8.616150263350919,-22.02953380227386,2.162306196095919,-2.248209958918962
8150,288.8057801449342,34.44028900724671,,,,,8.752467245859856,-21.056745725859475,2.8718588578462043,-1.7618002329123785
8200,290.01907316872234,34.50095365843612,,,,,8.88549882462435,-20.034253589606585,2.3504168730693675,-1.1825889393648086
8250,290.6778212991576,34.53389106495788,,,,,9.009259834334038,-18.978253426420775,0.5886033507228046,0.05821154052153077
8300,290.714139528417,34.53570697642085,,,,,9.12943724784615,-17.899921106777768,-2.054546548780418,1.5391699361289688
8350,289.66068204860426,34.48303410243021,,,,,9.243543977994443,-16.820329777606368,-4.924116341629171,2.1615841898453927
8400,288.01458692981157,34.40072934649058,,,,,9.351442696048805,-15.757639237761511,-7.285225371427566,1.7060088429518137
8450,286.74545930992764,34.33727296549638,,,,,9.457580095413947,-14.727664017895645,-8.599738028138496,0.6152812605478186
8500,286.48573524752413,34.324286762376204,,,,,9.557904644412297,-13.749839499370598,-8.73044996088893,-0.5918799366286891
8550,287.66156538284224,34.38307826914211,,,,,9.656968276930778,-12.840431630936111,-7.979129453305271,-1.1758418098471484
8600,290.0448934439429,34.50224467219714,,,,,9.753044570866868,-12.014157620903259,-6.9409273063150945,-0.7530661997056406
8650,291.7765469976065,34.588827349880326,,,,,9.846492748637333,-11.284647279860271,-6.253001739154499,-0.5322967320160366
8700,291.49996247471006,34.574998123735504,,,,,9.939276796350386,-10.662589914463254,-6.34524382275854,-1.431480584418525
8750,290.32118860148995,34.5160594300745,,,,,10.02769721993823,-10.157693416961656,-7.289199844881126,-2.2596153566054666
8800,289.785273965019,34.48926369825095,,,,,10.121419116551037,-9.77773833903277,-8.783593182094979,-1.7748136304042377
8850,289.7079646843008,34.48539823421504,,,,,10.212880507569308,-9.523771865952787,-10.252433751302013,-0.7287102060137339
8900,289.14759856208866,34.45737992810443,,,,,10.309001203111542,-9.398817885156674,-11.029246691494544,-0.7333380643716644
8950,289.0095458973387,34.450477294866936,,,,,10.402907844406723,-9.395966238918335,-10.556707179028557,-1.4406885291212024
9000,290.8532560935881,34.5426628046794,,,,,10.500460863614027,-9.514435185184944,-8.575042750833287,-1.557726834007729
9050,294.4611958201124,34.72305979100562,,,,,10.602827087397902,-9.742151340320476,-5.223214969613,-1.1762649573519615
9100,298.6654602805316,34.93327301402658,,,,,10.705499638804671,-10.068881033239412,-1.0002949438978301,-0.9708633811358565
9150,302.42448226030643,35.12122411301532,,,,,10.810466511981957,-10.4822454557595,3.4101906667499358,-1.313929462666028
9200,305.475823759914,35.2737911879957,,,,,10.918341800476998,-10.964075174977268,7.3883979288113455,-1.8668407943970338
9250,307.90609355170017,35.39530467758501,,,,,11.03511647675542,-11.498893727304871,10.582956029243501,-2.213085226993949
9300,309.31544628130223,35.46577231406511,,,,,11.151147481192906,-12.067810840763345,12.954807622509538,-2.7226979816368
9350,310.4666082206181,35.523330411030905,,,,,11.272994693097807,-12.653425525558106,14.668112825364123,-2.8210737722856667
9400,312.51384988427606,35.6256924942138,,,,,11.404155875744571,-13.23534697499868,15.92126812976867,-1.5762271462385007
9450,314.4166432557612,35.72083216278806,,,,,11.535221335849876,-13.79687876090059,16.818334821915023,-0.14003414110308876
9500,315.0916419062644,35.75458209531322,,,,,11.673749936770953,-14.320431830544482,17.34154218924277,0.39678161079513563
9550,314.6691368037259,35.73345684018629,,,,,11.816979915022824,-14.793557666161105,17.39963259029925,0.2460819645649304
9600,313.34376698750833,35.667188349375415,,,,,11.96547649906556,-15.199890403866362,16.89546942257583,-0.31728853026670056
9650,311.93290070160606,35.5966450350803,,,,,12.119670904688038,-15.526571118103517,15.767915642617417,-0.42811472759590075
9700,310.8845683625546,35.54422841812773,,,,,12.277571141909593,-15.770078964603302,14.021888274799846,0.35518791044845033
9750,309.1913738935258,35.45956869467629,,,,,12.443819015795166,-15.92141151247532,11.74151180629134,0.9274545839146693
9800,306.59121390069777,35.329560695034885,,,,,12.610173936257723,-15.97877799735669,9.10609475209354,0.8537232097031447
9850,303.854539575685,35.19272697878425,,,,,12.784709007345477,-15.938622682352777,6.388654492763093,0.6197987579292057
9900,301.3364522688916,35.06682261344458,,,,,12.961837335274446,-15.806504656265787,3.9302486476969976,0.2508709421859232
9950,299.2858403435952,34.96429201717976,,,,,13.142664287432194,-15.585108721663751,2.083088442940624,-0.35480366511380823
10000,298.2829759166322,34.91414879583161,,,,,13.326146331463718,-15.280978668704469,1.1373769772132796,-0.8995687233403824
10050,298.5142112850379,34.925710564251894,,,,,13.510436531271111,-14.902981434019878,1.2466653644090702,-1.3399091766224178
10100,299.95436470288575,34.99771823514429,,,,,13.698007180205519,-14.462619257894076,2.373558863540527,-1.6545820829662632
10150,302.40866437118774,35.120433218559384,,,,,13.889340224363327,-13.97084080825743,4.26925290196676,-1.7790879468848708
10200,305.66065164708255,35.283032582354124,,,,,14.079100724997065,-13.443035977431542,6.5266568297633665,-1.5020699302463907
10250,309.1497304868906,35.45748652434453,,,,,14.273434334447215,-12.890984962726105,8.675328069840928,-0.9080469546714061
10300,311.56054409419716,35.578027204709855,,,,,14.466272554486299,-12.328486700754693,10.292852801581724,-0.870094561116159
10350,312.5351671193182,35.62675835596591,,,,,14.660082505043544,-11.765413473774142,11.097673901147239,-1.457175813098438
10400,312.89708265500377,35.64485413275019,,,,,14.84939689093627,-11.218554467531415,11.013577652860851,-1.7473374212619037
10450,313.2421005943164,35.66210502971582,,,,,15.037543784642532,-10.699020871964985,10.190695802525253,-1.2871181208863367
10500,313.462643431083,35.67313217155415,,,,,15.221840021935902,-10.213916168461038,8.999863466755784,-0.5451438891477038
10550,313.98746278898994,35.6993731394495,,,,,15.405502086014245,-9.772333970969132,7.944648780574253,0.40964589337063273
10600,315.58093765843336,35.77904688292167,,,,,15.581561750751959,-9.383760058403015,7.502747177766442,1.880388788317967
10650,318.3739073583821,35.918695367919106,,,,,15.756685991853017,-9.053416137737473,7.941904347583833,3.7287331566827455
10700,321.5665029001519,36.0783251450076,,,,,15.927069281677323,-8.784808559215403,9.195836032792045,5.22840614489787
10750,323.63223624149083,36.18161181207454,,,,,16.092370468922276,-8.577470327165958,10.87208096875438,5.245255130980047
10800,323.7203942638178,36.18601971319089,,,,,16.25085863603463,-8.438853534940662,12.401388084441276,3.5070010782825642
10850,322.11796209822575,36.10589810491129,,,,,16.399614923722233,-8.365458156928003,13.25188957183513,0.8319157595963761
10900,319.7608523021746,35.98804261510873,,,,,16.54095468109967,-8.35532330078908,13.116627827702073,-1.5414069058380968
10950,317.49436243413317,35.87471812170666,,,,,16.673245076317023,-8.403638232645134,11.98899567236277,-2.764240081901483
11000,315.9652361161754,35.79826180580877,,,,,16.799668822621104,-8.509586773470021,10.122471347705067,-2.447317280680793
11050,315.3098732652518,35.76549366326259,,,,,16.916659295641804,-8.664713951466254,7.910774283207478,-0.85284636213126
11100,314.067740398907,35.70338701994535,,,,,17.023757323215282,-8.869002115808254,5.750275265240113,0.16270992625984015
11150,311.6435534728425,35.58217767364212,,,,,17.118202735293767,-9.114593909762407,3.938172243238861,-0.29822759592773984
11200,309.1200338030008,35.45600169015004,,,,,17.202089832727502,-9.395384809495383,2.630221856572026,-1.3168930768033207
11250,307.0219521667673,35.351097608338364,,,,,17.27420326638356,-9.709248173017563,1.8511665487746516,-2.394169475373338
11300,306.2405237043459,35.31202618521729,,,,,17.339637704704803,-10.05255186595781,1.558355771358044,-2.6049179057591028
11350,307.31567986115226,35.36578399305761,,,,,17.38988143288387,-10.421758034384265,1.6899898277202612,-1.342433365067546
11400,309.2292949996963,35.46146474998481,,,,,17.42978537475535,-10.81449852237741,2.200510632696876,0.41349751462150863
11450,310.84074036828673,35.542037018414334,,,,,17.45628425577698,-11.228766767525961,3.033905629740281,1.579317250295469
11500,310.8954951016057,35.54477475508028,,,,,17.465863979632065,-11.667316770954123,4.067899866503856,1.029048026423943
11550,309.0086474330219,35.4504323716511,,,,,17.467878040135957,-12.127479415257852,5.050306380386197,-1.382057572242327
11600,306.6603864204546,35.33301932102273,,,,,17.45845164017006,-12.608196093195389,5.621945166377047,-3.8118142928971235
11650,304.90658444673704,35.24532922233685,,,,,17.437479660643532,-13.116734441103475,5.42432939588585,-4.838490168688917
11700,303.826883205143,35.19134416025715,,,,,17.40062803330119,-13.651081135984759,4.269824131502734,-4.192487823676104
11750,302.64919382867646,35.13245969143382,,,,,17.35400780905519,-14.217928240367904,2.2656068289013715,-2.7524925689121877
11800,300.1343617594425,35.006718087972125,,,,,17.29296013819362,-14.812915139616997,-0.18112076688190148,-2.1645624722521375
11850,296.3533257571236,34.817666287856184,,,,,17.22032822831017,-15.443521320684912,-2.5116832467285892,-2.911797903773045
11900,292.37658228134717,34.61882911406736,,,,,17.13954833226984,-16.109861347050526,-4.207993534549497,-4.445111169322651
